video,video_index,material,frame_idx,timestamp_sec,tool_tip_x,tool_tip_y,bbox_x,bbox_y,bbox_w,bbox_h,roi_x1,roi_y1,roi_x2,roi_y2,delta_x,delta_y,tracking_status
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,730,12.167,505,164,494,156,18,18,355,14,655,314,4,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,731,12.183,500,164,493,156,18,18,350,14,650,314,-5,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,732,12.2,499,164,492,156,18,18,349,14,649,314,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,733,12.217,500,165,493,158,18,18,350,15,650,315,1,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,734,12.233,499,163,492,155,18,18,349,13,649,313,-1,-2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,735,12.25,500,164,493,156,18,18,350,14,650,314,1,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,736,12.267,500,165,493,157,18,18,350,15,650,315,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,737,12.283,501,165,494,157,18,18,351,15,651,315,1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,738,12.3,499,165,492,157,18,18,349,15,649,315,-2,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,739,12.317,504,165,493,157,18,18,354,15,654,315,5,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,740,12.333,500,165,493,157,18,18,350,15,650,315,-4,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,741,12.35,500,166,494,158,18,18,350,16,650,316,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,742,12.367,500,166,494,158,18,18,350,16,650,316,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,743,12.383,500,166,494,158,18,18,350,16,650,316,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,744,12.4,500,165,493,157,18,18,350,15,650,315,0,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,745,12.417,499,166,492,158,18,18,349,16,649,316,-1,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,746,12.433,499,165,492,157,18,18,349,15,649,315,0,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,747,12.45,498,164,491,156,18,18,348,14,648,314,-1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,748,12.467,503,165,492,157,18,18,353,15,653,315,5,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,749,12.483,499,164,492,156,18,18,349,14,649,314,-4,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,750,12.5,498,164,491,156,18,18,348,14,648,314,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,751,12.517,497,165,490,157,18,18,347,15,647,315,-1,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,752,12.533,497,165,490,156,18,18,347,15,647,315,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,753,12.55,497,165,490,156,18,18,347,15,647,315,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,754,12.567,497,165,490,157,18,18,347,15,647,315,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,755,12.583,498,165,491,157,18,18,348,15,648,315,1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,756,12.6,497,165,490,157,18,18,347,15,647,315,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,757,12.617,497,166,490,158,18,18,347,16,647,316,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,758,12.633,497,166,490,158,18,18,347,16,647,316,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,759,12.65,496,167,489,159,18,18,346,17,646,317,-1,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,760,12.667,496,167,489,160,18,18,346,17,646,317,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,761,12.683,497,168,490,160,18,18,347,18,647,318,1,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,762,12.7,496,167,489,159,18,18,346,17,646,317,-1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,763,12.717,497,168,490,161,18,18,347,18,647,318,1,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,764,12.733,497,168,490,161,18,18,347,18,647,318,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,765,12.75,498,168,491,161,18,18,348,18,648,318,1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,766,12.767,498,170,492,163,18,18,348,20,648,320,0,2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,767,12.783,498,170,491,163,18,18,348,20,648,320,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,768,12.8,498,170,491,164,18,18,348,20,648,320,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,769,12.817,497,170,490,163,18,18,347,20,647,320,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,770,12.833,497,170,491,163,18,18,347,20,647,320,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,771,12.85,498,171,492,164,18,18,348,21,648,321,1,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,772,12.867,498,171,492,164,18,18,348,21,648,321,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,773,12.883,498,171,492,165,18,18,348,21,648,321,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,774,12.9,498,171,492,165,18,18,348,21,648,321,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,775,12.917,497,171,491,165,18,18,347,21,647,321,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,776,12.933,497,172,491,166,18,18,347,22,647,322,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,777,12.95,497,172,491,166,18,18,347,22,647,322,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,778,12.967,498,173,492,167,18,18,348,23,648,323,1,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,779,12.983,499,173,493,167,18,18,349,23,649,323,1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,780,13.0,500,168,488,160,18,18,350,18,650,318,1,-5,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,781,13.017,495,168,488,160,18,18,345,18,645,318,-5,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,782,13.033,495,169,488,162,18,18,345,19,645,319,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,783,13.05,500,168,488,160,18,18,350,18,650,318,5,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,784,13.067,495,168,488,160,18,18,345,18,645,318,-5,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,785,13.083,496,171,490,164,18,18,346,21,646,321,1,3,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,786,13.1,496,170,490,163,18,18,346,20,646,320,0,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,787,13.117,496,172,490,165,18,18,346,22,646,322,0,2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,788,13.133,497,170,491,163,18,18,347,20,647,320,1,-2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,789,13.15,497,171,491,164,18,18,347,21,647,321,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,790,13.167,497,172,491,165,18,18,347,22,647,322,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,791,13.183,497,174,491,168,18,18,347,24,647,324,0,2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,792,13.2,496,173,490,167,18,18,346,23,646,323,-1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,793,13.217,495,172,489,166,18,18,345,22,645,322,-1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,794,13.233,498,169,487,161,18,18,348,19,648,319,3,-3,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,795,13.25,494,169,487,161,18,18,344,19,644,319,-4,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,796,13.267,494,170,487,163,18,18,344,20,644,320,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,797,13.283,495,171,488,164,18,18,345,21,645,321,1,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,798,13.3,494,172,487,165,18,18,344,22,644,322,-1,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,799,13.317,493,171,486,164,18,18,343,21,643,321,-1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,800,13.333,498,170,486,162,18,18,348,20,648,320,5,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,801,13.35,493,171,486,164,18,18,343,21,643,321,-5,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,802,13.367,494,172,487,165,18,18,344,22,644,322,1,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,803,13.383,494,173,487,166,18,18,344,23,644,323,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,804,13.4,494,172,487,165,18,18,344,22,644,322,0,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,805,13.417,494,173,487,166,18,18,344,23,644,323,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,806,13.433,494,174,488,168,18,18,344,24,644,324,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,807,13.45,494,174,488,168,18,18,344,24,644,324,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,808,13.467,494,174,488,167,18,18,344,24,644,324,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,809,13.483,494,174,488,168,18,18,344,24,644,324,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,810,13.5,494,174,488,168,18,18,344,24,644,324,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,811,13.517,495,174,489,168,18,18,345,24,645,324,1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,812,13.533,495,175,490,169,18,18,345,25,645,325,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,813,13.55,495,176,489,170,18,18,345,26,645,326,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,814,13.567,495,176,489,170,18,18,345,26,645,326,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,815,13.583,496,171,484,163,18,18,346,21,646,321,1,-5,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,816,13.6,491,171,484,163,18,18,341,21,641,321,-5,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,817,13.617,491,172,484,164,18,18,341,22,641,322,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,818,13.633,496,171,484,163,21,20,346,21,646,321,5,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,819,13.65,497,171,485,163,21,20,347,21,647,321,1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,820,13.667,497,173,486,166,21,20,347,23,647,323,0,2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,821,13.683,497,174,486,167,21,20,347,24,647,324,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,822,13.7,497,173,486,166,21,20,347,23,647,323,0,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,823,13.717,497,173,485,165,21,20,347,23,647,323,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,824,13.733,497,173,486,166,21,20,347,23,647,323,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,825,13.75,497,174,486,167,21,20,347,24,647,324,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,826,13.767,498,174,487,167,21,20,348,24,648,324,1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,827,13.783,497,174,486,167,21,20,347,24,647,324,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,828,13.8,496,176,485,169,21,20,346,26,646,326,-1,2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,829,13.817,496,176,485,169,21,20,346,26,646,326,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,830,13.833,496,176,484,169,21,20,346,26,646,326,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,831,13.85,496,176,485,169,21,20,346,26,646,326,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,832,13.867,495,175,483,168,21,20,345,25,645,325,-1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,833,13.883,495,176,484,169,21,20,345,26,645,326,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,834,13.9,495,176,483,169,21,20,345,26,645,326,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,835,13.917,495,176,483,169,21,20,345,26,645,326,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,836,13.933,495,176,483,170,21,20,345,26,645,326,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,837,13.95,494,176,482,169,21,20,344,26,644,326,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,838,13.967,494,177,482,170,21,20,344,27,644,327,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,839,13.983,494,177,482,171,21,20,344,27,644,327,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,840,14.0,493,177,481,171,21,20,343,27,643,327,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,841,14.017,493,177,481,170,21,20,343,27,643,327,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,842,14.033,492,177,480,171,21,20,342,27,642,327,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,843,14.05,492,177,480,171,21,20,342,27,642,327,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,844,14.067,492,179,480,173,21,20,342,29,642,329,0,2,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,845,14.083,492,178,480,172,21,20,342,28,642,328,0,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,846,14.1,491,178,479,172,21,20,341,28,641,328,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,847,14.117,491,178,479,172,21,20,341,28,641,328,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,848,14.133,492,174,481,166,21,20,342,24,642,324,1,-4,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,849,14.15,492,174,480,166,21,20,342,24,642,324,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,850,14.167,492,174,480,166,21,20,342,24,642,324,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,851,14.183,492,175,480,167,21,20,342,25,642,325,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,852,14.2,492,175,480,167,21,20,342,25,642,325,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,853,14.217,492,175,480,167,21,20,342,25,642,325,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,854,14.233,491,175,479,167,21,20,341,25,641,325,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,855,14.25,490,176,478,168,21,20,340,26,640,326,-1,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,856,14.267,490,176,478,169,21,20,340,26,640,326,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,857,14.283,490,177,477,170,21,20,340,27,640,327,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,858,14.3,490,177,477,170,21,20,340,27,640,327,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,859,14.317,490,178,478,171,21,20,340,28,640,328,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,860,14.333,490,178,478,171,21,20,340,28,640,328,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,861,14.35,489,179,476,172,21,20,339,29,639,329,-1,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,862,14.367,489,179,476,172,21,20,339,29,639,329,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,863,14.383,488,178,475,171,21,20,338,28,638,328,-1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,864,14.4,488,179,475,173,21,20,338,29,638,329,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,865,14.417,489,179,476,173,21,20,339,29,639,329,1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,866,14.433,489,180,477,174,21,20,339,30,639,330,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,867,14.45,489,180,476,174,21,20,339,30,639,330,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,868,14.467,489,180,477,174,21,20,339,30,639,330,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,869,14.483,489,180,477,174,21,20,339,30,639,330,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,870,14.5,488,180,476,174,21,20,338,30,638,330,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,871,14.517,489,181,477,175,21,20,339,31,639,331,1,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,872,14.533,489,181,477,175,21,20,339,31,639,331,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,873,14.55,489,177,478,168,21,20,339,27,639,327,0,-4,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,874,14.567,492,177,481,169,21,20,342,27,642,327,3,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,875,14.583,492,178,481,170,21,20,342,28,642,328,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,876,14.6,492,178,481,171,21,20,342,28,642,328,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,877,14.617,492,178,481,171,21,20,342,28,642,328,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,878,14.633,492,178,481,171,21,20,342,28,642,328,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,879,14.65,492,178,482,170,21,20,342,28,642,328,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,880,14.667,492,178,481,170,21,20,342,28,642,328,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,881,14.683,493,179,483,171,21,20,343,29,643,329,1,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,882,14.7,494,179,484,171,21,20,344,29,644,329,1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,883,14.717,493,179,483,171,21,20,343,29,643,329,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,884,14.733,488,178,477,169,21,20,338,28,638,328,-5,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,885,14.75,489,177,478,169,21,20,339,27,639,327,1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,886,14.767,489,178,478,170,21,20,339,28,639,328,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,887,14.783,490,178,479,170,21,20,340,28,640,328,1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,888,14.8,490,178,479,170,21,20,340,28,640,328,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,889,14.817,490,179,479,171,21,20,340,29,640,329,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,890,14.833,491,179,480,171,21,20,341,29,641,329,1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,891,14.85,488,180,477,173,21,20,338,30,638,330,-3,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,892,14.867,491,179,481,171,21,20,341,29,641,329,3,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,893,14.883,491,179,481,171,21,20,341,29,641,329,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,894,14.9,487,179,476,170,21,20,337,29,637,329,-4,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,895,14.917,488,178,477,170,21,20,338,28,638,328,1,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,896,14.933,488,179,477,171,21,20,338,29,638,329,0,1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,897,14.95,488,178,476,170,21,20,338,28,638,328,0,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,898,14.967,487,178,475,170,21,20,337,28,637,328,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,899,14.983,487,178,475,170,21,20,337,28,637,328,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,900,15.0,488,178,477,170,21,20,338,28,638,328,1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,901,15.017,488,178,477,170,21,20,338,28,638,328,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,902,15.033,488,178,477,170,21,20,338,28,638,328,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,903,15.05,489,178,479,169,21,20,339,28,639,328,1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,904,15.067,489,178,478,169,21,20,339,28,639,328,0,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,905,15.083,488,178,477,169,21,20,338,28,638,328,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,906,15.1,489,178,479,169,21,20,339,28,639,328,1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,907,15.117,488,178,477,169,21,20,338,28,638,328,-1,0,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,908,15.133,488,177,478,168,21,20,338,27,638,327,0,-1,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,909,15.15,485,180,474,172,21,20,335,30,635,330,-3,3,TRACKED
WhatsApp Video 2026-08-11 at 6.55.18 AM.mp4,22,Mild Steel,910,15.167,484,180,471,172,21,20,334,30,634,330,-1,0,TRACKED
