video,video_index,material,split,frame_idx,timestamp_sec,tool_tip_x,tool_tip_y,crop_tip_x,crop_tip_y,roi_x1,roi_y1,roi_x2,roi_y2,crop_w,crop_h,laplacian_var,motion_score,tracking_status,category,crop_path
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1065,17.75,487,197,150,150,337,47,637,347,300,300,87.59,19.57,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001065.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1080,18.0,483,197,150,150,333,47,633,347,300,300,90.84,6.7,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001080.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1095,18.25,477,203,150,150,327,53,627,353,300,300,91.43,24.65,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001095.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1110,18.5,480,202,150,150,330,52,630,352,300,300,98.07,10.32,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001110.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1125,18.75,478,205,150,150,328,55,628,355,300,300,107.21,16.72,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001125.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1140,19.0,476,206,150,150,326,56,626,356,300,300,111.7,5.76,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001140.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1155,19.25,473,207,150,150,323,57,623,357,300,300,104.37,9.16,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001155.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1170,19.5,470,204,150,150,320,54,620,354,300,300,105.62,6.08,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001170.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1185,19.75,469,207,150,150,319,57,619,357,300,300,106.56,9.74,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001185.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1200,20.0,465,213,150,150,315,63,615,363,300,300,171.28,6.53,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001200.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1215,20.25,463,214,150,150,313,64,613,364,300,300,112.39,16.1,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001215.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1230,20.5,462,214,150,150,312,64,612,364,300,300,110.7,3.34,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001230.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1245,20.75,460,214,150,150,310,64,610,364,300,300,111.89,11.01,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001245.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1260,21.0,459,215,150,150,309,65,609,365,300,300,102.78,5.13,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001260.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1275,21.25,453,219,150,150,303,69,603,369,300,300,103.6,6.35,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001275.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1290,21.5,450,219,150,150,300,69,600,369,300,300,101.7,11.19,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001290.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1305,21.75,448,222,150,150,298,72,598,372,300,300,99.75,5.72,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001305.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1320,22.0,448,224,150,150,298,74,598,374,300,300,99.56,5.73,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001320.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1335,22.25,445,223,150,150,295,73,595,373,300,300,101.72,4.54,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001335.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1350,22.5,443,224,150,150,293,74,593,374,300,300,98.96,6.27,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001350.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1365,22.75,441,229,150,150,291,79,591,379,300,300,112.53,12.55,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001365.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1380,23.0,435,229,150,150,285,79,585,379,300,300,104.33,10.18,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001380.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1395,23.25,434,232,150,150,284,82,584,382,300,300,102.16,4.8,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001395.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1410,23.5,432,230,150,150,282,80,582,380,300,300,104.9,21.54,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001410.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1425,23.75,428,233,150,150,278,83,578,383,300,300,105.72,11.24,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001425.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1440,24.0,428,235,150,150,278,85,578,385,300,300,98.64,9.16,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001440.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1455,24.25,424,234,150,150,274,84,574,384,300,300,101.56,20.41,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001455.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1470,24.5,421,233,150,150,271,83,571,383,300,300,101.25,5.8,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001470.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1485,24.75,421,237,150,150,271,87,571,387,300,300,100.27,13.89,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001485.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1500,25.0,420,238,150,150,270,88,570,388,300,300,167.29,10.08,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001500.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1515,25.25,420,239,150,150,270,89,570,389,300,300,105.91,7.78,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001515.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1530,25.5,420,238,150,150,270,88,570,388,300,300,100.89,3.12,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001530.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1545,25.75,420,238,150,150,270,88,570,388,300,300,99.2,9.86,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001545.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1560,26.0,422,235,150,150,272,85,572,385,300,300,93.6,28.71,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001560.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1575,26.25,423,234,150,150,273,84,573,384,300,300,91.63,19.32,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001575.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1590,26.5,425,234,150,150,275,84,575,384,300,300,81.15,4.12,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001590.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1605,26.75,426,233,150,150,276,83,576,383,300,300,87.74,5.7,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001605.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1620,27.0,430,232,150,150,280,82,580,382,300,300,87.52,11.01,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001620.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1635,27.25,429,232,150,150,279,82,579,382,300,300,83.08,16.9,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001635.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1650,27.5,427,233,150,150,277,83,577,383,300,300,88.28,12.51,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001650.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1665,27.75,430,235,150,150,280,85,580,385,300,300,91.57,6.51,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001665.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1680,28.0,429,234,150,150,279,84,579,384,300,300,91.52,21.47,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001680.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1695,28.25,432,231,150,150,282,81,582,381,300,300,92.98,20.79,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001695.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1710,28.5,431,232,150,150,281,82,581,382,300,300,84.12,13.01,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001710.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1725,28.75,430,232,150,150,280,82,580,382,300,300,79.92,6.44,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001725.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1740,29.0,430,231,150,150,280,81,580,381,300,300,78.14,8.08,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001740.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1755,29.25,432,231,150,150,282,81,582,381,300,300,82.53,11.41,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001755.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1770,29.5,432,227,150,150,282,77,582,377,300,300,75.77,17.31,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001770.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1785,29.75,433,229,150,150,283,79,583,379,300,300,74.75,21.84,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001785.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1800,30.0,434,226,150,150,284,76,584,376,300,300,130.01,17.52,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001800.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1815,30.25,435,230,150,150,285,80,585,380,300,300,85.97,16.67,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001815.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1830,30.5,436,230,150,150,286,80,586,380,300,300,80.25,15.69,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001830.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1845,30.75,434,228,150,150,284,78,584,378,300,300,81.88,23.03,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001845.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1860,31.0,438,228,150,150,288,78,588,378,300,300,80.2,25.32,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001860.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1875,31.25,440,228,150,150,290,78,590,378,300,300,70.97,7.14,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001875.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1890,31.5,440,225,150,150,290,75,590,375,300,300,72.53,9.15,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001890.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1905,31.75,439,227,150,150,289,77,589,377,300,300,72.11,19.79,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001905.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1920,32.0,439,224,150,150,289,74,589,374,300,300,73.69,17.8,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001920.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1935,32.25,443,226,150,150,293,76,593,376,300,300,81.46,17.0,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001935.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1950,32.5,442,227,150,150,292,77,592,377,300,300,73.79,18.72,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001950.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM.mp4,25,Mild Steel,train,1965,32.75,442,227,150,150,292,77,592,377,300,300,74.75,5.5,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM/crop_001965.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM (1).mp4,24,Mild Steel,train,0,0.0,455,319,150,150,305,169,605,469,300,300,592.27,0.0,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM_(1)/crop_000000.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM (1).mp4,24,Mild Steel,train,15,0.25,455,318,150,150,305,168,605,468,300,300,309.87,7.51,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM_(1)/crop_000015.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM (1).mp4,24,Mild Steel,train,30,0.5,455,317,150,150,305,167,605,467,300,300,302.55,4.99,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM_(1)/crop_000030.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM (1).mp4,24,Mild Steel,train,45,0.75,455,317,150,150,305,167,605,467,300,300,387.45,7.0,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM_(1)/crop_000045.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM (1).mp4,24,Mild Steel,train,60,1.0,455,315,150,150,305,165,605,465,300,300,350.82,7.25,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM_(1)/crop_000060.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM (1).mp4,24,Mild Steel,train,75,1.25,454,315,150,150,304,165,604,465,300,300,326.64,6.69,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM_(1)/crop_000075.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM (1).mp4,24,Mild Steel,train,90,1.5,454,315,150,150,304,165,604,465,300,300,373.02,5.52,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM_(1)/crop_000090.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM (1).mp4,24,Mild Steel,train,105,1.75,454,313,150,150,304,163,604,463,300,300,308.86,5.26,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM_(1)/crop_000105.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM (1).mp4,24,Mild Steel,train,120,2.0,456,320,150,150,306,170,606,470,300,300,294.68,23.09,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM_(1)/crop_000120.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM (1).mp4,24,Mild Steel,train,135,2.25,458,319,150,150,308,169,608,469,300,300,304.96,8.9,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM_(1)/crop_000135.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM (1).mp4,24,Mild Steel,train,150,2.5,452,315,150,150,302,165,602,465,300,300,289.97,24.53,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM_(1)/crop_000150.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM (1).mp4,24,Mild Steel,train,165,2.75,456,319,150,150,306,169,606,469,300,300,295.77,17.33,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM_(1)/crop_000165.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM (1).mp4,24,Mild Steel,train,180,3.0,456,318,150,150,306,168,606,468,300,300,376.31,7.01,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM_(1)/crop_000180.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM (1).mp4,24,Mild Steel,train,195,3.25,455,319,150,150,305,169,605,469,300,300,305.72,9.42,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM_(1)/crop_000195.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM (1).mp4,24,Mild Steel,train,210,3.5,454,317,150,150,304,167,604,467,300,300,305.78,10.09,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM_(1)/crop_000210.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM (1).mp4,24,Mild Steel,train,225,3.75,453,317,150,150,303,167,603,467,300,300,324.73,4.72,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM_(1)/crop_000225.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM (1).mp4,24,Mild Steel,train,240,4.0,453,318,150,150,303,168,603,468,300,300,359.09,6.49,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM_(1)/crop_000240.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM (1).mp4,24,Mild Steel,train,255,4.25,453,318,150,150,303,168,603,468,300,300,318.63,6.15,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM_(1)/crop_000255.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM (1).mp4,24,Mild Steel,train,270,4.5,454,319,150,150,304,169,604,469,300,300,319.97,4.49,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM_(1)/crop_000270.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM (1).mp4,24,Mild Steel,train,285,4.75,454,322,150,150,304,172,604,472,300,300,365.11,15.04,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM_(1)/crop_000285.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM (1).mp4,24,Mild Steel,train,300,5.0,453,319,150,150,303,169,603,469,300,300,670.64,12.49,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM_(1)/crop_000300.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM (1).mp4,24,Mild Steel,train,315,5.25,454,319,150,150,304,169,604,469,300,300,316.36,7.99,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM_(1)/crop_000315.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM (1).mp4,24,Mild Steel,train,330,5.5,456,320,150,150,306,170,606,470,300,300,319.63,10.25,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM_(1)/crop_000330.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM (1).mp4,24,Mild Steel,train,345,5.75,454,315,150,150,304,165,604,465,300,300,540.33,18.27,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM_(1)/crop_000345.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM (1).mp4,24,Mild Steel,train,360,6.0,454,317,150,150,304,167,604,467,300,300,467.56,10.83,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM_(1)/crop_000360.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM (1).mp4,24,Mild Steel,train,375,6.25,454,317,150,150,304,167,604,467,300,300,585.16,9.19,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM_(1)/crop_000375.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM (1).mp4,24,Mild Steel,train,390,6.5,457,321,150,150,307,171,607,471,300,300,632.33,15.77,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM_(1)/crop_000390.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM (1).mp4,24,Mild Steel,train,405,6.75,457,322,150,150,307,172,607,472,300,300,463.71,5.1,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM_(1)/crop_000405.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM (1).mp4,24,Mild Steel,train,420,7.0,455,317,150,150,305,167,605,467,300,300,554.96,21.95,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM_(1)/crop_000420.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM (1).mp4,24,Mild Steel,train,435,7.25,456,318,150,150,306,168,606,468,300,300,465.75,11.51,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM_(1)/crop_000435.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM (1).mp4,24,Mild Steel,train,450,7.5,457,321,150,150,307,171,607,471,300,300,585.3,14.4,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM_(1)/crop_000450.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM (1).mp4,24,Mild Steel,train,465,7.75,456,319,150,150,306,169,606,469,300,300,478.01,14.61,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM_(1)/crop_000465.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM (1).mp4,24,Mild Steel,train,480,8.0,456,317,150,150,306,167,606,467,300,300,537.61,13.88,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM_(1)/crop_000480.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM (1).mp4,24,Mild Steel,train,495,8.25,456,318,150,150,306,168,606,468,300,300,444.74,7.69,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM_(1)/crop_000495.jpg
WhatsApp Video 2026-08-11 at 6.55.20 AM (1).mp4,24,Mild Steel,train,510,8.5,455,317,150,150,305,167,605,467,300,300,564.41,8.49,TRACKED,RETAINED,data/phase2_roi_crops/retained/WhatsApp_Video_2026-08-11_at_6.55.20_AM_(1)/crop_000510.jpg
